-------------------------------------------------------------------------------------------------------------------------------------------------------------------
| News#  | Title Content                                                                                        | Match Words                 | Score | Polarity  |
| 1379   | MOODY'S AFFIRMS UNITED TECHNOLOGIES DEBT                                                             | debt                        | -1    | negative  |
| 1380   | YEUTTER CALLS TEXTILE BILL "PURE PROTECTIONISM"                                                      |                             | 0     | neutral   |
| 1381   | GROUP TO BUY MORE INTERMEDICS SHARES                                                                 |                             | 0     | neutral   |
| 1382   | SEAGATE TECHNOLOGY 3RD QTR MARCH 3 NET                                                               |                             | 0     | neutral   |
| 1383   | GROUP RAISES TEXSTYRENE STAKE TO 11.7 PCT                                                            |                             | 0     | neutral   |
| 1384   | ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT                                                            |                             | 0     | neutral   |
| 1385   | NEBRASKA FEEDLOT CATTLE UP 0.50/1.00 DLR - USDA                                                      |                             | 0     | neutral   |
| 1386   | SPARTECH REVERSE STOCK SPLIT APPROVED                                                                | split                       | -1    | negative  |
| 1387   | PEOPLE RIDESHARING SYSTEMS 1ST QTR NET                                                               |                             | 0     | neutral   |
| 1388   | SUPERMARKETS GENERAL AFFIRMED BY S/P                                                                 |                             | 0     | neutral   |
| 1389   | ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK                                                   | redeem                      | 1     | positive  |
| 1390   | GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER                                                       | supported                   | 1     | positive  |
| 1391   | BRAZIL'S DEBT CRISIS BECOMING POLITICAL CRISIS                                                       | crisis, debt                | -3    | negative  |
| 1392   | WALL STREET STOCKS CLOSING AVERAGES                                                                  |                             | 0     | neutral   |
| 1393   | AMEX STOCK PRICES CLOSE LOWER                                                                        | lower                       | -1    | negative  |
| 1394   | BRAZIL SETS UP SPECIAL DEBT COMMISSION                                                               | debt                        | -1    | negative  |
| 1395   | DESJARDINS GROUP LOWERS VISA INTEREST RATE                                                           |                             | 0     | neutral   |
| 1396   | SEEQ TECHNOLOGY INC 2ND QTR MARCH 31                                                                 |                             | 0     | neutral   |
| 1397   | TX/W OKLA FEEDLOT CATTLE STDY/UP 0.50 DLR-USDA                                                       |                             | 0     | neutral   |
| 1398   | N.Y. OILSEEDS REPORT                                                                                 |                             | 0     | neutral   |
| 1399   | BAHIA COCOA FUTURES CLSG                                                                             |                             | 0     | neutral   |
| 1400   | LITTLE INDUSTRY IMPROVEMENT - DATA GENERAL                                                           | improvement                 | 1     | positive  |
| 1401   | MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS                                                          |                             | 0     | neutral   |
| 1402   | DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK                                                           | losses, modest              | 0     | neutral   |
| 1403   | SENATE EXTENDS DAIRY COMMISSION REPORT                                                               |                             | 0     | neutral   |
| 1404   | CENTRAL U.S. CARLOT PORK TRADE - USDA - APRIL 7                                                      |                             | 0     | neutral   |
| 1405   | U.S.-SDR RATE MOVES TO 1.28435                                                                       |                             | 0     | neutral   |
| 1406   | REPUBLICBANK DEBT DOWNGRADED BY S/P                                                                  | debt                        | -1    | negative  |
| 1407   | NACCO INDUSTRIES TO REPORT 2ND QTR GAIN                                                              | gain                        | 1     | positive  |
| 1408   | NYFE TO MOVE TO N.Y. COTTON EXCHANGE                                                                 |                             | 0     | neutral   |
| 1409   | INTERFACE FLOORING SYSTEMS IN OFFERING                                                               |                             | 0     | neutral   |
| 1410   | CASH WHOLESALE PORK PRICES                                                                           |                             | 0     | neutral   |
| 1411   | SENATE EXTENDS DAIRY COMMISSION REPORT                                                               |                             | 0     | neutral   |
| 1412   | BRAZILIAN SOYBEAN AND PRODUCT MARKET                                                                 |                             | 0     | neutral   |
| 1413   | BUFFTON TO POST INVESTIGATION CHARGE                                                                 |                             | 0     | neutral   |
| 1414   | CASH WHOLESALE BEEF PRICES                                                                           |                             | 0     | neutral   |
| 1415   | YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS                                                     | problems                    | -1    | negative  |
| 1416   | ASCS TERMINAL MARKET VALUES FOR PIK GRAIN                                                            |                             | 0     | neutral   |
| 1417   | SUMMER/WINTER TIME CHANGES.                                                                          |                             | 0     | neutral   |
| 1418   | N.Y. RUBBER REPORT                                                                                   |                             | 0     | neutral   |
| 1419   | AMERICAN DYNAMICS TO SELL 51 PCT STAKE                                                               |                             | 0     | neutral   |
| 1420   | ITT TO REDEEM THREE PREFERRED ISSUES                                                                 | redeem, issues              | 0     | neutral   |
| 1421   | COMMODITY RESEARCH BUREAU PRICES INDEX NEW YORK,                                                     |                             | 0     | neutral   |
| 1422   | CONRAIL FILES PETITION AGAINST ERIE                                                                  |                             | 0     | neutral   |
| 1423   | BOXED BEEF CUT-OUT VALUE/MOVEMENT-USDA                                                               |                             | 0     | neutral   |
| 1424   | REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7                                                         |                             | 0     | neutral   |
| 1425   | GRAIN SHIPS LOADING AT PORTLAND                                                                      |                             | 0     | neutral   |
| 1426   | ITALY'S ENI TO INVEST IN VENEZUELAN PROJECTS                                                         |                             | 0     | neutral   |
| 1427   | BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT                                                               |                             | 0     | neutral   |
| 1428   | DREXEL TELLS U.S. STOCK BUYERS TO LOOK ABROAD                                                        |                             | 0     | neutral   |
| 1429   | EASTERN KANSAS FEEDLOT CATTLE STEADY - USDA                                                          | steady                      | 1     | positive  |
| 1430   | WESTERN KANSAS FEEDLOT CATTLE STDY/UP 0.50 - USDA                                                    |                             | 0     | neutral   |
| 1431   | TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT             | relief                      | 1     | positive  |
| 1432   | REPUBLICBANK TO RECLASSIFY BRAZIL LOANS                                                              |                             | 0     | neutral   |
| 1433   | SUPPLIES, MIDEAST TENSION FUEL GAINS IN OIL                                                          | tension, gains              | 0     | neutral   |
| 1434   | U.S. STOCK INDEX FUTURES PLUMMET IN LATE TRADE                                                       |                             | 0     | neutral   |
| 1435   | CANADIAN BONDS CLOSE LOWER                                                                           | lower                       | -1    | negative  |
| 1436   | FOB U.S. GULF CORN VALUES SLIGHTLY FIRMER                                                            | firmer                      | 1     | positive  |
| 1437   | API SAYS DISTILLATE STOCKS UP 628,000 BBLS, GASOLINE UP 2.29 MLN, CRUDE UP 8.52 MLN                  | crude                       | -1    | negative  |
| 1438   | SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED                                                          |                             | 0     | neutral   |
| 1439   | TEXACO CONFIRMS TEXAS COURT FILING                                                                   |                             | 0     | neutral   |
| 1440   | U.S. CREDIT MARKETS CLOSE SHARPLY LOWER                                                              | sharply, lower              | -2    | negative  |
| 1441   | DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK                                                           | losses, modest              | 0     | neutral   |
| 1442   | YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER                                                      | retaliatory                 | -1    | negative  |
| 1443   | YEUTTER CALLS TEXTILE BILL "PURE PROTECTIONISM"                                                      |                             | 0     | neutral   |
| 1444   | YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS                                                     | problems                    | -1    | negative  |
| 1445   | AMOSKEAG BANK TO SEEK REHEARING                                                                      |                             | 0     | neutral   |
| 1446   | EXPORT BUSINESS - GRAINS/OILSEEDS COMPLEX                                                            | complex                     | -1    | negative  |
| 1447   | EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER                                                         | cancel, tender, soft        | 1     | positive  |
| 1448   | DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM                                                        | enrich                      | 1     | positive  |
| 1449   | RED LION INNS L.P. BEGINS OFFERING                                                                   |                             | 0     | neutral   |
| 1450   | JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER                                                      | tender, bonus               | 2     | positive  |
| 1451   | MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT                                                            |                             | 0     | neutral   |
| 1452   | U.S. CREDIT MARKETS CLOSE SHARPLY LOWER                                                              | sharply, lower              | -2    | negative  |
| 1453   | COMMODITIES TODAY IN WASHINGTON FOR APRIL 8                                                          |                             | 0     | neutral   |
| 1454   | BAKER, VOLCKER MEET WEST GERMAN OFFICIALS                                                            |                             | 0     | neutral   |
| 1455   | LAC BOOSTING EXPLORATION SPENDING                                                                    |                             | 0     | neutral   |
| 1456   | TRILON DECLARES STOCK DIVIDEND                                                                       |                             | 0     | neutral   |
| 1457   | LAC MINERALS BOOSTING EXPLORATION SPENDING                                                           |                             | 0     | neutral   |
| 1458   | LOGICON INC GETS CONTRACT ADD-ONS                                                                    |                             | 0     | neutral   |
| 1459   | API SAYS DISTILLATE, GASOLINE STOCKS UP IN WEEK                                                      |                             | 0     | neutral   |
| 1460   | REUTER CANADA BUSINESS HIGHLIGHTS                                                                    |                             | 0     | neutral   |
| 1461   | REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7                                                        |                             | 0     | neutral   |
| 1462   | FIRST TORONTO COMPLETES ISSUE                                                                        | issue                       | -1    | negative  |
| 1463   | ALLEGHENY PREFERED SHAREHOLDERS FILE SUIT                                                            | suit, prefered              | 0     | neutral   |
| 1464   | CAPITAL CITIES/ABC'S ABC TV IN DEAL                                                                  |                             | 0     | neutral   |
| 1465   | TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS                                                           |                             | 0     | neutral   |
| 1466   | CANADIANS URGE EXEMPTION FROM U.S. TRADE BILL                                                        |                             | 0     | neutral   |
| 1467   | INTERFACE BEGINS OFFERING                                                                            |                             | 0     | neutral   |
| 1468   | CHEVRON LAUNCHES PLATFORM OFF CALIFORNIA                                                             |                             | 0     | neutral   |
| 1469   | MARITRANS L.P. BEGINS OFFERING                                                                       |                             | 0     | neutral   |
| 1470   | AMERICAN AGRONOMICS CORP 2ND QTR FEB 28                                                              |                             | 0     | neutral   |
| 1471   | NASA PICKS BOEING FOR SYSTEM CONTRACT                                                                |                             | 0     | neutral   |
| 1472   | JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES, JAPANESE OFFICIALS SAY                         |                             | 0     | neutral   |
| 1473   | CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G-7 MEETING, JAPANESE OFFICIALS SAY                   |                             | 0     | neutral   |
| 1474   | REUTER BUSINESS NEWS HIGHLIGHTS, APRIL 7                                                             |                             | 0     | neutral   |
| 1475   | TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES                                                   | woes                        | -1    | negative  |
| 1476   | GYNEX SEARLE END MARKETING PACT                                                                      |                             | 0     | neutral   |
| 1477   | HELIG-MEYERS CO INCREASES DIVIDEND                                                                   |                             | 0     | neutral   |
| 1478   | HELIG-MEYERS CO YEAR FEB 28                                                                          |                             | 0     | neutral   |
| 1479   | NANOMETRICS INC REDUCES WORKFORCE                                                                    |                             | 0     | neutral   |
| 1480   | SENATE REPORT - REAGAN PLANS EARLY SDI DEPLOYMENT                                                    |                             | 0     | neutral   |
| 1481   | KELLY OIL AND GAS PARTNERS YEAR DEC 31                                                               |                             | 0     | neutral   |
| 1482   | TRANS-CANADA RESOURCES WINS FILING EXTENSION                                                         | wins                        | 1     | positive  |
| 1483   | JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD                                                      |                             | 0     | neutral   |
| 1484   | MOODY'S SAYS LOWER RATINGS SHOW 1987 DOWNTREND                                                       | lower                       | -1    | negative  |
| 1485   | COMSAT CHANGES NAME OF HI-NET UNIT                                                                   |                             | 0     | neutral   |
| 1486   | AMERITRUST INTRODUCES IRA FUND                                                                       |                             | 0     | neutral   |
| 1487   | TCW CONVERTIBLE SECURITIES SETS DIVIDEND                                                             |                             | 0     | neutral   |
| 1488   | AUSTRALIAN DOLLAR OPENS EASIER                                                                       | easier                      | 1     | positive  |
| 1489   | HOUSE COMMITTEE SLASHES "STAR WARS" FUNDING                                                          |                             | 0     | neutral   |
| 1490   | RUDING SAYS BANKS, DEBTORS SHOULD TAKE LEAD                                                          | lead                        | 1     | positive  |
| 1491   | CURRENCY FUTURES TO KEY OFF G-5, G-7 MEETINGS                                                        |                             | 0     | neutral   |
| 1492   | TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL                            |                             | 0     | neutral   |
| 1493   | TEXACO GETS TEMPORARY RESTRAINING ORDER                                                              |                             | 0     | neutral   |
| 1494   | POEHL WARNS AGAINST FURTHER DOLLAR FALL                                                              | fall                        | -1    | negative  |
| 1495   | N.Z. UNEMPLOYMENT RATE 3.9 PCT IN DECEMBER QUARTER                                                   |                             | 0     | neutral   |
| 1496   | DOLLAR OPENS EASIER IN TOKYO                                                                         | easier                      | 1     | positive  |
| 1497   | N.ZEALAND RESERVE BANK GIVES BOND TENDER DETAILS                                                     | tender                      | 1     | positive  |
| 1498   | BANK OF JAPAN BUYS DOLLARS SHORTLY AFTER OPENING AT AROUND 145.30 YEN -- DEALERS                     |                             | 0     | neutral   |
| 1499   | BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING                                                    |                             | 0     | neutral   |
| 1500   | U.S. DOLLAR OPENS LOWER IN HONG KONG                                                                 | lower                       | -1    | negative  |
| 1501   | JAPAN RUBBER STOCKS FALL IN MARCH                                                                    | fall                        | -1    | negative  |
| 1502   | SOUTH KOREAN WON FIXED AT 25-MONTH HIGH                                                              | won                         | 1     | positive  |
| 1503   | TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER                                                              | gold, firmer                | 2     | positive  |
| 1504   | HONG KONG TERM MONEY 1000 - APR 8                                                                    |                             | 0     | neutral   |
| 1505   | GOLD OPENS FIRMER IN HONG KONG                                                                       | gold, firmer                | 2     | positive  |
| 1506   | SYDNEY FINANCIAL FUTURES OPEN MIXED                                                                  |                             | 0     | neutral   |
| 1507   | U.S. INTEREST RATE FUTURES OPEN SLIGHTLY LOWER                                                       | lower                       | -1    | negative  |
| 1508   | SIMEX CURRENCY FUTURES EASE IN EARLY TRADING                                                         | ease                        | 1     | positive  |
| 1509   | NIPPON MINING LOWERS COPPER PRICE                                                                    |                             | 0     | neutral   |
| 1510   | REUTER WORLD NEWS HIGHLIGHTS 0300 GMT - APRIL 8                                                      |                             | 0     | neutral   |
| 1511   | ASIAN DOLLAR DEPOSITS OPEN QUIETLY MIXED                                                             |                             | 0     | neutral   |
| 1512   | YEN BOND FUTURES HIT RECORD HIGH IN EARLY TRADE                                                      |                             | 0     | neutral   |
| 1513   | H.K. OFFICIAL, STOCK EXCHANGE BAR JARDINE ISSUE                                                      | issue                       | -1    | negative  |
| 1514   | AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES                                                     |                             | 0     | neutral   |
| 1515   | JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS                                                      |                             | 0     | neutral   |
| 1516   | JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS                                                      |                             | 0     | neutral   |
| 1517   | SHARP CORP TO SET UP PLANT IN THAILAND                                                               | sharp                       | 1     | positive  |
| 1518   | YUGOSLAV WORKERS MAY BE ANGERED BY LOST SUBSIDIES                                                    | lost                        | -1    | negative  |
| 1519   | FRENCH GOVERNMENT WINS CONFIDENCE VOTE                                                               | wins, confidence            | 2     | positive  |
| 1520   | ASIAN EXPORTERS FEAR DAMAGE FROM U.S.-JAPAN RIFT                                                     | rift, damage, fear          | -3    | negative  |
| 1521   | UAL PILOTS PROPOSE WAGE CUT TO FUND BUYOUT                                                           | cut                         | -1    | negative  |
| 1522   | CHINA DAILY SAYS VERMIN EAT 7-12 PCT GRAIN STOCKS                                                    |                             | 0     | neutral   |
| 1523   | JAPAN TO REVISE LONG-TERM ENERGY DEMAND DOWNWARDS                                                    |                             | 0     | neutral   |
| 1524   | NISSAN MAY SUPPLY PARTS TO MEXICAN FORD, CHRYSLER                                                    |                             | 0     | neutral   |
| 1525   | NEW ZEALAND RAISES FOREIGN INVESTMENT THRESHOLD                                                      |                             | 0     | neutral   |
| 1526   | THAI TRADE DEFICIT WIDENS IN FIRST QUARTER                                                           | deficit                     | -1    | negative  |
| 1527   | INDONESIA SEES CPO PRICE RISING SHARPLY                                                              | sharply                     | -1    | negative  |
| 1528   | JAPANESE CONSORTIUM WINS NEW YORK SUBWAY CAR ORDER                                                   | wins                        | 1     | positive  |
| 1529   | JAPAN FOUR-YEAR NOTE AUCTION AVERAGE YIELD RECORD LOW 3.714 PCT, STOP 3.743 -OFFICIAL                |                             | 0     | neutral   |
| 1530   | TOKYO STOCK MARKET INDEX RISES 128.34 TO RECORD CLOSE OF 22,912.99                                   |                             | 0     | neutral   |
| 1531   | U.S. HOUSE COMMITTEE PROPOSES DEFENCE CUTS                                                           |                             | 0     | neutral   |
| 1532   | NEC SUES SEIKO EPSON OVER COPYRIGHT INFRINGEMENT                                                     | sues, infringement          | -2    | negative  |
| 1533   | AUSTRALIAN FOREIGN SHIP BAN ENDS BUT NSW PORTS HIT                                                   |                             | 0     | neutral   |
| 1534   | INDONESIAN COMMODITY EXCHANGE MAY EXPAND                                                             | expand                      | 1     | positive  |
| 1535   | SRI LANKA GETS USDA APPROVAL FOR WHEAT PRICE                                                         | approval                    | 1     | positive  |
| 1536   | WESTERN MINING TO OPEN NEW GOLD MINE IN AUSTRALIA                                                    | gold                        | 1     | positive  |
| 1537   | SUMITOMO BANK AIMS AT QUICK RECOVERY FROM MERGER                                                     | recovery                    | 1     | positive  |
| 1538   | SUBROTO SAYS INDONESIA SUPPORTS TIN PACT EXTENSION                                                   | supports                    | 1     | positive  |
| 1539   | SOUTH AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE                                                   | work                        | 1     | positive  |
| 1540   | FINAL TERMS SET ON ATARI CORP CONVERTIBLE EUROBOND                                                   |                             | 0     | neutral   |
| 1541   | BANGLADESH LIKELY TO SET HIGHER DEVELOPMENT PLAN                                                     | higher                      | 1     | positive  |
| 1542   | BUNDESBANK ALLOCATES 6.1 BILLION MARKS IN 28-DAY REPURCHASE PACT AT 3.80 PCT                         |                             | 0     | neutral   |
| 1543   | BUNDESBANK ALLOCATES 6.1 BILLION MARKS IN TENDER                                                     | tender                      | 1     | positive  |
| 1544   | U.N. OFFERS GRANT FOR STUDY ON BANGLADESH BRIDGE                                                     |                             | 0     | neutral   |
| 1545   | EIB 300 MLN GUILDER BULLET BOND PRICED AT PAR                                                        |                             | 0     | neutral   |
| 1546   | BOND CORP STILL CONSIDERING ATLAS MINING BAIL-OUT                                                    |                             | 0     | neutral   |
| 1547   | ECONOMIC SPOTLIGHT - EXCESS MONEY HURTS THAI BANKS                                                   | hurts                       | -1    | negative  |
| 1548   | CHINA INDUSTRIAL OUTPUT RISES IN FIRST QUARTER                                                       |                             | 0     | neutral   |
| 1549   | SAITAMA BANK ISSUES 100 MLN DLR CONVERTIBLE BOND                                                     | issues                      | -1    | negative  |
| 1550   | WESTPAC BANKING ISSUES 50 MLN AUSTRALIAN DLR BOND                                                    | issues                      | -1    | negative  |
| 1551   | JAPANESE AUTOMAKERS TURN TO FOUR-WHEEL STEERING                                                      |                             | 0     | neutral   |
| 1552   | JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT U.S.                                                   |                             | 0     | neutral   |
| 1553   | AMATIL PROPOSES TWO-FOR-FIVE BONUS SHARE ISSUE                                                       | issue, bonus                | 0     | neutral   |
| 1554   | BOWATER 1986 PRETAX PROFITS RISE 15.6 MLN STG                                                        | rise                        | 1     | positive  |
| 1555   | U.K. MONEY MARKET DEFICIT FORECAST AT 250 MLN STG                                                    | deficit                     | -1    | negative  |
| 1556   | SOUTH KOREA MOVES TO SLOW GROWTH OF TRADE SURPLUS                                                    | slow, growth                | 0     | neutral   |
| 1557   | FINNS AND CANADIANS TO STUDY MTBE PRODUCTION PLANT                                                   |                             | 0     | neutral   |
| 1558   | GERMAN ENGINEERING WAGE-ROUND TALKS BREAK DOWN                                                       | break                       | -1    | negative  |
| 1559   | CRA SOLD FORREST GOLD FOR 76 MLN DLRS - WHIM CREEK                                                   | gold                        | 1     | positive  |
| 1560   | MALAYSIA SETS 100 MLN SWISS FRANC NOTES ISSUE                                                        | issue                       | -1    | negative  |
| 1561   | GERMAN INDUSTRIAL EMPLOYMENT SEEN STAGNATING                                                         |                             | 0     | neutral   |
| 1562   | FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND                                                    | issues                      | -1    | negative  |
| 1563   | SEOUL STOCK MARKET CONSOLIDATES ON STATE MEASURES                                                    |                             | 0     | neutral   |
| 1564   | MALAYSIA SHELVES HUGE HYDROELECTRIC PROJECT                                                          |                             | 0     | neutral   |
| 1565   | QUEBEC ISSUES 30 BILLION YEN EUROBOND                                                                | issues                      | -1    | negative  |
| 1566   | BOWATER INDUSTRIES PROFIT EXCEED EXPECTATIONS                                                        | exceed, profit              | 2     | positive  |
| 1567   | CITIBANK NORWAY UNIT LOSES SIX MLN CROWNS IN 1986                                                    | loses                       | -1    | negative  |
| 1568   | JAPANESE ECONOMIC PACKAGE SEEN AS MAJOR CHANGE                                                       |                             | 0     | neutral   |
| 1569   | VIEILLE MONTAGNE SAYS 1986 CONDITIONS UNFAVOURABLE                                                   |                             | 0     | neutral   |
| 1570   | VIEILLE MONTAGNE REPORTS LOSS, DIVIDEND NIL                                                          |                             | 0     | neutral   |
| 1571   | EC MAINLY FOR TIN EXTENSION, NO U.K. STAND TAKEN                                                     |                             | 0     | neutral   |
| 1572   | IAE CALLS OFF SUPERFAN ENGINE PROJECT                                                                |                             | 0     | neutral   |
| 1573   | JAPAN, BRITAIN TO EXCHANGE SECURITIES MARKET INFO                                                    |                             | 0     | neutral   |
| 1574   | SOUTH KOREA STUDIES RESTRUCTURING FINANCIAL SECTOR                                                   | restructuring               | 1     | positive  |
| 1575   | JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS                                                   |                             | 0     | neutral   |
| 1576   | THAI ZINC EXPORTS FALL IN MARCH                                                                      | fall                        | -1    | negative  |
| 1577   | DUTCH PROPOSE STRICT INSIDER TRADING LAW                                                             | strict                      | -1    | negative  |
| 1578   | DANSK NATURGAS ISSUES 10 BILLION YEN EUROBOND                                                        | issues                      | -1    | negative  |
| 1579   | EC SUGAR TENDER HARD TO PREDICT - LONDON TRADE                                                       | tender, hard                | 0     | neutral   |
| 1580   | NORTH YEMEN CALLS SUGAR BUYING TENDER - TRADE                                                        | tender                      | 1     | positive  |
| 1581   | JAPAN TO HOLD FORMAL FINANCIAL TALKS WITH FRANCE                                                     |                             | 0     | neutral   |
| 1582   | ANHEUSER-BUSCH JOINS BID FOR SAN MIGUEL                                                              |                             | 0     | neutral   |
| 1583   | CHINA CONSTRUCTION BANK MANDATES 150 MLN DLR LOAN                                                    |                             | 0     | neutral   |
| 1584   | ECONOMIC SPOTLIGHT - AUSTRALIAN MARKETS BOOMING                                                      | booming                     | 1     | positive  |
| 1585   | ECONOMIC SPOTLIGHT - KUWAITI ECONOMY                                                                 |                             | 0     | neutral   |
| 1586   | MALAYSIA MAY NOT MEET 1987 OIL PALM TARGET                                                           |                             | 0     | neutral   |
| 1587   | ELDERS PLANS TO FLOAT OFF COURAGE PUBS                                                               | courage                     | 1     | positive  |
| 1588   | FREEPORT TO START SULPHUR MINE IN PHILIPPINES                                                        |                             | 0     | neutral   |
| 1589   | BANK OF JAPAN HAS NO COMMENT ON YEN BOND REPORT                                                      |                             | 0     | neutral   |
| 1590   | MAFINA ISSUES 200 MLN SFR BOND WITH WARRANTS                                                         | issues                      | -1    | negative  |
| 1591   | HOKURIKU ELECTRIC ISSUES 35 MLN DLR WARRANT BOND                                                     | issues                      | -1    | negative  |
| 1592   | SAITAMA BANK ISSUES 100 MLN SFR CONVERTIBLE                                                          | issues                      | -1    | negative  |
| 1593   | JARDINE MATHESON SAID IT SETS TWO-FOR-FIVE BONUS ISSUE REPLACING "B" SHARES                          | issue, bonus                | 0     | neutral   |
| 1594   | MONIER SAYS BRITAIN'S REDLAND MAY BID FOR IT                                                         |                             | 0     | neutral   |
| 1595   | FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND                                                    | issues                      | -1    | negative  |
| 1596   | QUEBEC ISSUES 30 BILLION YEN EUROBOND                                                                | issues                      | -1    | negative  |
| 1597   | ISUZU PLANS NO INTERIM DIVIDEND                                                                      |                             | 0     | neutral   |
| 1598   | JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS                                                      |                             | 0     | neutral   |
| 1599   | FRENCH GOVERNMENT WINS CONFIDENCE VOTE                                                               | wins, confidence            | 2     | positive  |
| 1600   | NORWAY TO TIGHTEN RULES FOR REGISTERING LOANS                                                        |                             | 0     | neutral   |
| 1601   | BELL GROUP CONFIRMS STANDARD CHARTERED STAKE                                                         |                             | 0     | neutral   |
| 1602   | S. AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE                                                      | work                        | 1     | positive  |
| 1603   | NIPPON STEEL DENIES CHINA SEEKING JAPANESE PLANTS                                                    | denies                      | -1    | negative  |
| 1604   | FRENCH FEBRUARY CAR OUTPUT UP 27.2 PCT                                                               |                             | 0     | neutral   |
| 1605   | JARDINE MATHESON REPLACES "B" SHARE BY BONUS ISSUE                                                   | issue, bonus                | 0     | neutral   |
| 1606   | JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS                                                   |                             | 0     | neutral   |
| 1607   | BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING                                                    |                             | 0     | neutral   |
| 1608   | MOSCOW INDIGNANT AT REAGAN STATEMENT                                                                 | indignant                   | -1    | negative  |
| 1609   | BATTLES FLARE NEAR SOUTHERN BEIRUT CAMPS                                                             | flare                       | -1    | negative  |
| 1610   | SOUTH AFRICAN OUTLOOK SEEN BRIGHTER, LIBERTY LIFE                                                    | liberty                     | 1     | positive  |
| 1611   | MALAYSIAN FUND TO BE LAUNCHED IN U.S. IN MAY                                                         |                             | 0     | neutral   |
| 1612   | INDONESIAN INFLATION RATE 8.8 PCT IN 1986/87                                                         |                             | 0     | neutral   |
| 1613   | U.K. MONEY MARKET GIVEN 53 MLN STG ASSISTANCE                                                        |                             | 0     | neutral   |
| 1614   | COUPON CUT ON KEIHANSHIN REAL ESTATE WARRANT BOND                                                    | cut                         | -1    | negative  |
| 1615   | SAN MIGUEL DEAL HIT BY MORE LAWSUITS                                                                 |                             | 0     | neutral   |
| 1616   | RAIN BOOSTS CENTRAL QUEENSLAND SUGAR CANE CROP                                                       |                             | 0     | neutral   |
| 1617   | FRENCH TRADERS FORECAST EC SUGAR TENDER                                                              | tender                      | 1     | positive  |
| 1618   | PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA                                                     |                             | 0     | neutral   |
| 1619   | THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM                                                         |                             | 0     | neutral   |
| 1620   | ITALY'S LA FONDIARIA TO REPORT HIGHER 1986 PROFITS                                                   | higher                      | 1     | positive  |
| 1621   | NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND                                                      | issues                      | -1    | negative  |
| 1622   | NICKEL PRICES UNLIKELY TO RISE MUCH - SHEARSON                                                       | unlikely, rise              | 0     | neutral   |
| 1623   | HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS                                                      | debts, guarantee            | 0     | neutral   |
| 1624   | HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM                                                       | profit, higher              | 2     | positive  |
| 1625   | POEHL WARNS AGAINST FURTHER DOLLAR FALL                                                              | fall                        | -1    | negative  |
| 1626   | CINCINNATI BELL STARTS AUXTON BID                                                                    |                             | 0     | neutral   |
| 1627   | CALIFORNIA BIOTECH SEES 1ST QTR LOSS                                                                 | loss                        | -1    | negative  |
